 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       481  0.35073036115420E-09  0.65552849596090E-09  0.58288408087760E-09  0.58239485773270E-09  0.67603867677940E-10
       482  0.35214706135980E-09  0.64660881815030E-09  0.57541676312280E-09  0.57482794510500E-09  0.67180789281320E-10
       483  0.35626814504740E-09  0.63935341478890E-09  0.56812968394990E-09  0.56802528801110E-09  0.66227882535200E-10
       484  0.35781265325820E-09  0.63128751280680E-09  0.56070093573830E-09  0.55932061079890E-09  0.64250927772230E-10
       485  0.36099967826150E-09  0.62383633446160E-09  0.55340247348660E-09  0.55232410497330E-09  0.63986255259760E-10
       486  0.36605247816180E-09  0.61651069587920E-09  0.54652044114230E-09  0.54656259400760E-09  0.64005226791040E-10
       487  0.36997979829610E-09  0.60958321196690E-09  0.54098398701310E-09  0.54123582352230E-09  0.62961946048310E-10
       488  0.37556385806420E-09  0.60220465969330E-09  0.53409284084180E-09  0.53468911482850E-09  0.62343297854290E-10
       489  0.38012136349020E-09  0.59580467121300E-09  0.52869901142520E-09  0.52851777277680E-09  0.62222576127440E-10
       490  0.38503546797000E-09  0.58918105789780E-09  0.52347844481420E-09  0.52345340571880E-09  0.61680940786240E-10
       491  0.39210453060640E-09  0.58264973519940E-09  0.51625443269700E-09  0.51728137059390E-09  0.61151491215320E-10
       492  0.39667084283830E-09  0.57623553756870E-09  0.51108990665970E-09  0.50960980922320E-09  0.59526692320150E-10
       493  0.40500778914780E-09  0.57068470159850E-09  0.50604252112520E-09  0.50656252739520E-09  0.58475120952740E-10
       494  0.41393438202180E-09  0.56563925634020E-09  0.50168429154770E-09  0.50109006366550E-09  0.57913668296050E-10
       495  0.42155479270400E-09  0.55984618841800E-09  0.49656713187810E-09  0.49640067744480E-09  0.57723246550590E-10
       496  0.43261458286310E-09  0.55658076735880E-09  0.49200493569290E-09  0.49127738341770E-09  0.57511849632080E-10
       497  0.44172214199380E-09  0.55236494444110E-09  0.48806603553920E-09  0.48760917462510E-09  0.56934603898860E-10
       498  0.45545820178520E-09  0.54773921961350E-09  0.48379025459240E-09  0.48388522286840E-09  0.57438458889970E-10
       499  0.46911389515720E-09  0.54417746255280E-09  0.47985420355430E-09  0.48007851953940E-09  0.57194348423160E-10
       500  0.48376966570000E-09  0.54028242071800E-09  0.47666031400140E-09  0.47673615441240E-09  0.56887989277860E-10
       501  0.50034904941180E-09  0.53728614079210E-09  0.47255660622850E-09  0.47352839829110E-09  0.56876877300210E-10
       502  0.51970496398450E-09  0.53549320935650E-09  0.47077964101310E-09  0.47124218178860E-09  0.56613630219880E-10
       503  0.54262369514940E-09  0.53215917470410E-09  0.46761884518740E-09  0.46817051104390E-09  0.56468906731440E-10
       504  0.57047134777600E-09  0.53000675435800E-09  0.46535917277340E-09  0.46564090489400E-09  0.56496958766060E-10
       505  0.59985384427220E-09  0.52989429434520E-09  0.46301361543980E-09  0.46423787176090E-09  0.57667158820000E-10
       506  0.63805369210880E-09  0.52969005076150E-09  0.46272256677690E-09  0.46280520167110E-09  0.58314784361480E-10
       507  0.67521347488530E-09  0.52895349136870E-09  0.46204403447750E-09  0.46223113961730E-09  0.59161383194600E-10
       508  0.72827931927540E-09  0.53041780722340E-09  0.46204765309230E-09  0.46282988742670E-09  0.59851081957760E-10
       509  0.78798963482440E-09  0.53408817528800E-09  0.46193516967860E-09  0.46337289447310E-09  0.63487990165510E-10
       510  0.87122463692120E-09  0.53714630819650E-09  0.46292335233970E-09  0.46442812018620E-09  0.66837593502280E-10
       511  0.99188434784980E-09  0.54075762288870E-09  0.46506389460640E-09  0.46787644847890E-09  0.68938021946940E-10
