 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
        38  0.40494310656250E-05  0.41569043110990E-04  0.38725950351910E-04  0.37903334298400E-04  0.35925666139010E-05
        39  0.39184583880900E-05  0.39659516264890E-04  0.36987182147440E-04  0.36858805817060E-04  0.33348310930880E-05
        40  0.37583640296400E-05  0.37407209074550E-04  0.34442510937040E-04  0.34360724947270E-04  0.32629468053170E-05
        41  0.36199970678760E-05  0.34912665811300E-04  0.31901737786930E-04  0.32318181790420E-04  0.29565278409990E-05
        42  0.34759628621560E-05  0.33086410172510E-04  0.30092178504770E-04  0.30747122726330E-04  0.29229066329370E-05
        43  0.32555799142990E-05  0.31728884187820E-04  0.28435187202010E-04  0.28670242794700E-04  0.27195844971160E-05
        44  0.31580579348910E-05  0.29974158397010E-04  0.26975961499840E-04  0.27376206032020E-04  0.26061879034470E-05
        45  0.30406948450330E-05  0.28082170202250E-04  0.25839263884630E-04  0.26063878205730E-04  0.25382604304660E-05
        46  0.29491478328160E-05  0.26922178940290E-04  0.24554670007700E-04  0.24648806430500E-04  0.24209887449870E-05
        47  0.28595643852050E-05  0.26053148575320E-04  0.23341580948600E-04  0.23439230390910E-04  0.23422606432860E-05
        48  0.27182789251980E-05  0.24333279598230E-04  0.22322396405610E-04  0.22276395806470E-04  0.21923294599190E-05
        49  0.26243498973960E-05  0.23056365823560E-04  0.21178909969880E-04  0.21142420984700E-04  0.21343596544990E-05
        50  0.25344033950110E-05  0.22136663899650E-04  0.19805159523700E-04  0.19946066546100E-04  0.20461778159920E-05
        51  0.24208702894320E-05  0.20753306686650E-04  0.18875058020990E-04  0.19040461607830E-04  0.20191406732850E-05
        52  0.23230443031480E-05  0.20056279190130E-04  0.18341261210520E-04  0.18203266695350E-04  0.19248649075400E-05
        53  0.22563665081400E-05  0.19203456068280E-04  0.16947288547400E-04  0.17275669819550E-04  0.18012725617930E-05
        54  0.22086927063670E-05  0.17986316534750E-04  0.16410116399870E-04  0.16582345052280E-04  0.17641002588540E-05
        55  0.21156029010450E-05  0.17411015397120E-04  0.15793825951300E-04  0.15654396766650E-04  0.17016290025590E-05
        56  0.20427670227330E-05  0.16502090542460E-04  0.14948266201600E-04  0.15230231188500E-04  0.15942071288360E-05
        57  0.19667706574090E-05  0.15555522733330E-04  0.14207770433990E-04  0.14133319823650E-04  0.15136463607690E-05
        58  0.18785189833120E-05  0.15037521467260E-04  0.13745080718710E-04  0.13659178312110E-04  0.14956318146120E-05
        59  0.18315026378510E-05  0.14314659784950E-04  0.12954380078210E-04  0.12830702010830E-04  0.14036491092460E-05
        60  0.17695846236870E-05  0.13744060701690E-04  0.12503412265610E-04  0.12294644912850E-04  0.13839798280830E-05
        61  0.16987154646010E-05  0.13118011608790E-04  0.11754141747960E-04  0.11909799020120E-04  0.13217886318300E-05
        62  0.16606244692860E-05  0.12689492227990E-04  0.11269604505940E-04  0.11248364132970E-04  0.13150924624150E-05
        63  0.15988312027080E-05  0.11944414172600E-04  0.10813939656350E-04  0.10849963529620E-04  0.11995807962510E-05
        64  0.15614284431340E-05  0.11492683730730E-04  0.10363958849840E-04  0.10409524510830E-04  0.12081672162970E-05
        65  0.15005297830250E-05  0.11106588078740E-04  0.99271757012690E-05  0.99255873253910E-05  0.11757523715450E-05
        66  0.14360025986290E-05  0.10547430773920E-04  0.94583720585470E-05  0.94665003026470E-05  0.10749331790070E-05
        67  0.13932356105110E-05  0.10261021412820E-04  0.90025959043090E-05  0.91610911204360E-05  0.10847383928880E-05
        68  0.13451981615450E-05  0.97340599116350E-05  0.86627972314260E-05  0.87126421405970E-05  0.10173288210910E-05
        69  0.13073914317700E-05  0.93570548291550E-05  0.83827082091540E-05  0.82733267867540E-05  0.97461122449320E-06
        70  0.12682905913780E-05  0.90966185085700E-05  0.79743697555560E-05  0.80074365749870E-05  0.95453994014690E-06
        71  0.12169528867740E-05  0.86038748072140E-05  0.76873205194300E-05  0.76098153787010E-05  0.91378058178760E-06
        72  0.11967046459440E-05  0.84246416249800E-05  0.73995757826020E-05  0.74244700033990E-05  0.90272798892430E-06
        73  0.11423774230030E-05  0.79239142398670E-05  0.70299867818580E-05  0.70607332235220E-05  0.85430764826840E-06
        74  0.11246618156900E-05  0.76203775678650E-05  0.67475337651140E-05  0.67730327100610E-05  0.82635789857720E-06
        75  0.10817453404320E-05  0.73171991205410E-05  0.65217334715650E-05  0.65125607535030E-05  0.79428733455970E-06
        76  0.10479378927620E-05  0.70605628344440E-05  0.61689349748650E-05  0.62631415963310E-05  0.76279589434160E-06
        77  0.10151443690850E-05  0.68132776786510E-05  0.59785497332390E-05  0.60031451377290E-05  0.76226922293160E-06
        78  0.99687548110390E-06  0.65332298081830E-05  0.57093545224180E-05  0.57842066296360E-05  0.72631785621320E-06
        79  0.95495229242560E-06  0.62847175378420E-05  0.54864328914540E-05  0.55681649703080E-05  0.69247880982390E-06
        80  0.92198836234970E-06  0.60329850320050E-05  0.53128757998900E-05  0.53345491310700E-05  0.66757700152640E-06
        81  0.89509572988100E-06  0.57560964994820E-05  0.51570814677930E-05  0.51617530789340E-05  0.63696998152040E-06
        82  0.87092230241110E-06  0.55556128191110E-05  0.48939025276760E-05  0.49351429525820E-05  0.61390863799260E-06
        83  0.84559273137480E-06  0.53763494739840E-05  0.47111854278140E-05  0.47512887539300E-05  0.60400623868200E-06
        84  0.82653975835410E-06  0.51645520540400E-05  0.45461096354920E-05  0.45668657801150E-05  0.58966436722660E-06
        85  0.79890676976460E-06  0.49897732654200E-05  0.44280628916060E-05  0.43904953826810E-05  0.57102097372970E-06
        86  0.77128632318600E-06  0.47973514979420E-05  0.41953326380070E-05  0.42312243268770E-05  0.55037406381900E-06
        87  0.75341828901860E-06  0.46105674027470E-05  0.40131108517230E-05  0.40719128107960E-05  0.53112583967980E-06
        88  0.73757925453130E-06  0.44440464195150E-05  0.39170572020850E-05  0.38845836065820E-05  0.51942748486510E-06
        89  0.71005080146500E-06  0.42932062604690E-05  0.37523321018780E-05  0.37531730435540E-05  0.50107054352500E-06
        90  0.69465854563450E-06  0.41229340023300E-05  0.35947695978370E-05  0.36135608154240E-05  0.48182889900590E-06
        91  0.67038876130810E-06  0.39971686939910E-05  0.34989306069240E-05  0.34777582109640E-05  0.46708153421560E-06
        92  0.65202284588400E-06  0.38376089069970E-05  0.33780742192960E-05  0.33692539552170E-05  0.46272372889330E-06
        93  0.63653393249910E-06  0.36932150845980E-05  0.32350105195600E-05  0.32344295603930E-05  0.44396238210260E-06
        94  0.61665750118410E-06  0.35815935265870E-05  0.31426482846170E-05  0.31384315007500E-05  0.43477152933360E-06
        95  0.60143577988550E-06  0.34676459357880E-05  0.30302231134190E-05  0.30261541967890E-05  0.41854637237890E-06
        96  0.58051459385370E-06  0.33302036453240E-05  0.29191471930030E-05  0.28890953356350E-05  0.39902352575220E-06
        97  0.56951178620500E-06  0.32392775130020E-05  0.28171810155030E-05  0.28175314486190E-05  0.38964661362350E-06
        98  0.54921252667450E-06  0.31259321961070E-05  0.27025000607940E-05  0.26695286513230E-05  0.38350730273850E-06
        99  0.53350980413790E-06  0.30206209617670E-05  0.26073971647630E-05  0.26022785889340E-05  0.37056185710230E-06
       100  0.52329029898530E-06  0.28809231960970E-05  0.25354215667940E-05  0.25167323156120E-05  0.35448102977470E-06
       101  0.50564798264800E-06  0.28168480988340E-05  0.24579099400280E-05  0.24269484427690E-05  0.34915451414060E-06
       102  0.49132974974140E-06  0.27007201410980E-05  0.23401367861040E-05  0.23535662502740E-05  0.33314771096560E-06
       103  0.48020780976170E-06  0.26160945684840E-05  0.22728587752690E-05  0.22700655941620E-05  0.32473500033850E-06
       104  0.46506670292930E-06  0.25327209598770E-05  0.21928481256950E-05  0.21888033710010E-05  0.31847637407430E-06
       105  0.45348250127200E-06  0.24409124618560E-05  0.21345634974540E-05  0.21338920286530E-05  0.30634408897480E-06
       106  0.44133370293800E-06  0.23561216982050E-05  0.20576464057820E-05  0.20549641421920E-05  0.29476640481800E-06
       107  0.42594004795940E-06  0.22787786371680E-05  0.19825800712630E-05  0.19893352784570E-05  0.28886220776440E-06
       108  0.41854056794640E-06  0.22030978061590E-05  0.19114385895840E-05  0.19081260756440E-05  0.27897568868760E-06
       109  0.40367500697320E-06  0.21266164699050E-05  0.18629777686710E-05  0.18687866006790E-05  0.27460716310870E-06
       110  0.39536961555360E-06  0.20597336247440E-05  0.17887956750080E-05  0.18089623537530E-05  0.26094695825870E-06
       111  0.38555740166930E-06  0.20194718669570E-05  0.17358346340300E-05  0.17362211553750E-05  0.25773586962350E-06
       112  0.37379297939640E-06  0.19331823082470E-05  0.16732740841610E-05  0.16786388825010E-05  0.24909947855940E-06
       113  0.36415826054640E-06  0.18931238410320E-05  0.16282830174960E-05  0.16142263460380E-05  0.24179768228750E-06
       114  0.35559222997730E-06  0.18170569423400E-05  0.15674130376900E-05  0.15725626124170E-05  0.23701942263470E-06
       115  0.34696413124970E-06  0.17609153290220E-05  0.15230203277520E-05  0.15217585882070E-05  0.23047204056920E-06
       116  0.33655160138670E-06  0.17046588379860E-05  0.14730636190740E-05  0.14702208214020E-05  0.22157836279120E-06
       117  0.32899325490690E-06  0.16544444059400E-05  0.14296956258010E-05  0.14271230259230E-05  0.21612550372900E-06
       118  0.31947909350810E-06  0.15948786893020E-05  0.13860341442290E-05  0.13695469624930E-05  0.21088652896870E-06
       119  0.31181080279910E-06  0.15484215962170E-05  0.13256340351080E-05  0.13246468710810E-05  0.20269098358820E-06
       120  0.30301823683290E-06  0.15058786157470E-05  0.12933320881920E-05  0.12900231909460E-05  0.19720230329270E-06
       121  0.29617518294110E-06  0.14535814324180E-05  0.12502469785650E-05  0.12528289570850E-05  0.19088670366290E-06
       122  0.28726101037770E-06  0.14058877985090E-05  0.12139294471300E-05  0.12166900175770E-05  0.18760607168350E-06
       123  0.27993527161170E-06  0.13676941160820E-05  0.11756172949240E-05  0.11786417663140E-05  0.18021160749200E-06
       124  0.27363588380750E-06  0.13186134293010E-05  0.11444679537230E-05  0.11419347600030E-05  0.17528618195690E-06
       125  0.26589326767870E-06  0.12789036386080E-05  0.11066774254560E-05  0.11063999235570E-05  0.16910768390650E-06
       126  0.25843964467790E-06  0.12385946802750E-05  0.10735522636280E-05  0.10732915626600E-05  0.16723913580740E-06
       127  0.25251649690440E-06  0.12095566839990E-05  0.10439645641280E-05  0.10422153461610E-05  0.16358834406160E-06
       128  0.24556402945520E-06  0.11673872286390E-05  0.10033876645170E-05  0.99981996355500E-06  0.15746543980980E-06
       129  0.23968266199970E-06  0.11353903821960E-05  0.97756049345080E-06  0.97141825979370E-06  0.15193232847250E-06
       130  0.23318784728770E-06  0.10991970575760E-05  0.94241513128890E-06  0.94043782362420E-06  0.14995564666980E-06
       131  0.22723493603240E-06  0.10685897192240E-05  0.91373197152480E-06  0.91112810309440E-06  0.14515599644130E-06
       132  0.22104143397840E-06  0.10329326059480E-05  0.88757235947120E-06  0.89072768000360E-06  0.14188384213710E-06
       133  0.21641713817050E-06  0.10078343468810E-05  0.85944870058980E-06  0.86567134181410E-06  0.13694817185700E-06
       134  0.21225420505860E-06  0.97720611284330E-06  0.83220771650210E-06  0.83228520429250E-06  0.13450482155540E-06
       135  0.20545159933810E-06  0.94665492522780E-06  0.81008699376280E-06  0.81118348820630E-06  0.12766399423330E-06
       136  0.20103647393310E-06  0.91635169623040E-06  0.79050235408630E-06  0.78387604147350E-06  0.12758076183860E-06
       137  0.19481943246600E-06  0.88717359633070E-06  0.75940514021440E-06  0.76204657834790E-06  0.12165437550460E-06
       138  0.19014743273170E-06  0.86717298380320E-06  0.73801036497690E-06  0.74088198786900E-06  0.11965221052000E-06
       139  0.18661984063300E-06  0.84170049628260E-06  0.71659455753350E-06  0.71754715278770E-06  0.11642996232050E-06
       140  0.18144594806700E-06  0.81248725879280E-06  0.69509580719310E-06  0.70008019983950E-06  0.11319116448140E-06
       141  0.17669716331740E-06  0.78908891514960E-06  0.67522863178110E-06  0.67844845678690E-06  0.10922878755570E-06
       142  0.17301009192560E-06  0.76674393045090E-06  0.65639900903650E-06  0.65945562019660E-06  0.10802311341860E-06
       143  0.16851133399980E-06  0.74746300352860E-06  0.63877902650250E-06  0.63956685154040E-06  0.10432505259840E-06
       144  0.16414865068450E-06  0.72975905901650E-06  0.62141281043670E-06  0.62100403224290E-06  0.10111671586080E-06
       145  0.16026405958510E-06  0.70438549179820E-06  0.60385676431960E-06  0.60197755977920E-06  0.98411891778300E-07
       146  0.15611461668110E-06  0.68540817564160E-06  0.58426162315410E-06  0.58590604808480E-06  0.95753429435190E-07
       147  0.15258120323240E-06  0.66517950150530E-06  0.56734739721060E-06  0.56897183279510E-06  0.93309776165130E-07
       148  0.14841375350110E-06  0.64440527014010E-06  0.55443481308190E-06  0.55851727827460E-06  0.90308060940840E-07
       149  0.14484947346240E-06  0.62495818331490E-06  0.53615016540670E-06  0.53861795260440E-06  0.87853891197100E-07
       150  0.14106968478800E-06  0.61410415043050E-06  0.52479875391350E-06  0.52286845637450E-06  0.86569030611220E-07
       151  0.13795621987880E-06  0.59232239510410E-06  0.50581623444190E-06  0.50752766007370E-06  0.83748253304930E-07
       152  0.13540252478160E-06  0.57562681414950E-06  0.49432069829650E-06  0.49627503557640E-06  0.81463074241820E-07
       153  0.13123717082600E-06  0.56173197692350E-06  0.47749659168220E-06  0.47846254306420E-06  0.78941340410060E-07
       154  0.12813277695420E-06  0.54096234010920E-06  0.46433490038530E-06  0.46759075787460E-06  0.76567905321620E-07
       155  0.12447958723290E-06  0.52926473535070E-06  0.45516785796590E-06  0.45323426407880E-06  0.75429216868600E-07
       156  0.12279420825030E-06  0.51346472797160E-06  0.44147995849390E-06  0.43999264003030E-06  0.73030588960080E-07
       157  0.11936600802800E-06  0.49967852134290E-06  0.42641474077040E-06  0.42749413077170E-06  0.71107226931620E-07
       158  0.11673393914820E-06  0.48773441194680E-06  0.41515138902760E-06  0.41606611100720E-06  0.69328365117300E-07
       159  0.11423141922690E-06  0.47499197769070E-06  0.40501806822350E-06  0.40489543262630E-06  0.67713622523610E-07
       160  0.11117329602980E-06  0.46091881458010E-06  0.39307209989570E-06  0.39429624427480E-06  0.65505800422100E-07
       161  0.10850397592130E-06  0.44772159825200E-06  0.38250654961970E-06  0.38324305742430E-06  0.64259477343450E-07
       162  0.10594592342750E-06  0.43757070377190E-06  0.37202518819800E-06  0.37308456770110E-06  0.62666186202100E-07
       163  0.10308573049310E-06  0.42479331232010E-06  0.36217971015230E-06  0.36169268121860E-06  0.60898330148560E-07
       164  0.10084897543160E-06  0.41394899094380E-06  0.35266371239890E-06  0.35288919125820E-06  0.59829199688640E-07
       165  0.98368533781940E-07  0.40049490687010E-06  0.34368698324590E-06  0.34380100122050E-06  0.57158421331940E-07
       166  0.95954541033810E-07  0.38866906830030E-06  0.33348499410900E-06  0.33432035069440E-06  0.55800121222670E-07
       167  0.93819742050730E-07  0.38030925273440E-06  0.32631633872770E-06  0.32680822331580E-06  0.54488755039400E-07
       168  0.91931931379570E-07  0.37016036187630E-06  0.31537248979700E-06  0.31527541146160E-06  0.52935373224430E-07
       169  0.90067274322900E-07  0.36118066830850E-06  0.30789750876320E-06  0.30958869403000E-06  0.52638915452850E-07
       170  0.87825580036760E-07  0.35021252717070E-06  0.30051051019340E-06  0.30025198016420E-06  0.50701330183970E-07
       171  0.85525788141310E-07  0.34211761146450E-06  0.29066692475030E-06  0.29223619021700E-06  0.49302120260200E-07
       172  0.83432271338120E-07  0.33268286031350E-06  0.28247587479310E-06  0.28448708448510E-06  0.47622082118080E-07
       173  0.81467429925290E-07  0.32372789677720E-06  0.27396767221100E-06  0.27572666727730E-06  0.46444137073810E-07
       174  0.79720195163650E-07  0.31540453345870E-06  0.26932543859460E-06  0.26970536202000E-06  0.45421632072740E-07
       175  0.77993856164320E-07  0.30885949788270E-06  0.26194030600310E-06  0.26260534668540E-06  0.44521236743550E-07
       176  0.76322572066090E-07  0.29808856855540E-06  0.25430765659190E-06  0.25602700645120E-06  0.43412397214300E-07
       177  0.74354007567880E-07  0.28945398775740E-06  0.24783639722100E-06  0.24817258997830E-06  0.42105580181300E-07
       178  0.72436544276390E-07  0.28270186209870E-06  0.24231342150880E-06  0.24188563752970E-06  0.40848933644270E-07
       179  0.71080765058810E-07  0.27570043925820E-06  0.23594929811740E-06  0.23589824055130E-06  0.39920735550420E-07
       180  0.69419386624260E-07  0.26967092300240E-06  0.22916480273030E-06  0.22907457877120E-06  0.39045808604810E-07
       181  0.67843439880380E-07  0.26266461110480E-06  0.22345764966400E-06  0.22411757854150E-06  0.38071425400930E-07
       182  0.66402754320970E-07  0.25548714382370E-06  0.21873749036270E-06  0.21841055467000E-06  0.37039049476620E-07
       183  0.64542744799170E-07  0.24871564005200E-06  0.21229402281130E-06  0.21326958807370E-06  0.36084535535310E-07
       184  0.63332632097230E-07  0.24308322741240E-06  0.20747749088030E-06  0.20803632139350E-06  0.35423088831240E-07
       185  0.61698306956010E-07  0.23594507168770E-06  0.20147419113200E-06  0.20316881089000E-06  0.33985030184430E-07
       186  0.60206874054550E-07  0.23049823283040E-06  0.19645077612690E-06  0.19749793192030E-06  0.33090049955000E-07
       187  0.59091363831250E-07  0.22398277161000E-06  0.19180949379990E-06  0.19208059170890E-06  0.32710411576550E-07
       188  0.57577286509630E-07  0.21726038861440E-06  0.18621857619960E-06  0.18728423376010E-06  0.31332972327870E-07
       189  0.56430769715830E-07  0.21425846001670E-06  0.18245328292780E-06  0.18216767270990E-06  0.31233394621080E-07
       190  0.55166981927440E-07  0.20753496534960E-06  0.17771346527820E-06  0.17825973653460E-06  0.30296741859610E-07
       191  0.53738991772780E-07  0.20204234973050E-06  0.17365132275020E-06  0.17338066620740E-06  0.29333004749650E-07
       192  0.52586235952330E-07  0.19778645868270E-06  0.16895105993000E-06  0.16890581544940E-06  0.28902208145910E-07
       193  0.51270358111560E-07  0.19289226380180E-06  0.16486300565230E-06  0.16449778382810E-06  0.28045796840990E-07
       194  0.50338459725900E-07  0.18815259873830E-06  0.16018138752580E-06  0.16062673175590E-06  0.27425550873360E-07
       195  0.49281290052870E-07  0.18345868203190E-06  0.15645317018210E-06  0.15555078514260E-06  0.26780911080380E-07
       196  0.48041687286390E-07  0.17837404161290E-06  0.15223593905880E-06  0.15310661423360E-06  0.25918055057470E-07
       197  0.46991218085180E-07  0.17422704165200E-06  0.14920739765960E-06  0.14888689982670E-06  0.25331333457410E-07
       198  0.46091922264590E-07  0.17023398012170E-06  0.14630671065880E-06  0.14536646897810E-06  0.24797007947270E-07
       199  0.44797631546140E-07  0.16602740529980E-06  0.14160942530680E-06  0.14180635328310E-06  0.24229343798360E-07
       200  0.44010339664360E-07  0.16151912357020E-06  0.13750608721390E-06  0.13737339476240E-06  0.23625676222970E-07
       201  0.42951005501640E-07  0.15821535677570E-06  0.13558363333410E-06  0.13477044756870E-06  0.22971038916000E-07
       202  0.41840967418140E-07  0.15346611462390E-06  0.13168563768880E-06  0.13129348603560E-06  0.22017345050150E-07
       203  0.41055085608120E-07  0.14947883194280E-06  0.12885350576390E-06  0.12837441676400E-06  0.21793525692990E-07
       204  0.40059636158820E-07  0.14611437490800E-06  0.12478461670080E-06  0.12487811196210E-06  0.21244507956750E-07
       205  0.39361797646850E-07  0.14298389403850E-06  0.12231199238710E-06  0.12273904156620E-06  0.20851826351130E-07
       206  0.38403113474590E-07  0.13908884203870E-06  0.11942122227450E-06  0.11897333717600E-06  0.20235650919840E-07
       207  0.37486925910480E-07  0.13602945356740E-06  0.11600701378730E-06  0.11609976437890E-06  0.19516399957080E-07
       208  0.36771326554580E-07  0.13284233734290E-06  0.11339666676120E-06  0.11377635558820E-06  0.19211108945290E-07
       209  0.35925503537450E-07  0.12894090520350E-06  0.11046816867030E-06  0.11121171504520E-06  0.18734487339280E-07
       210  0.34998693200340E-07  0.12614539318120E-06  0.10775431743340E-06  0.10806061321320E-06  0.18368957839300E-07
       211  0.34462732951320E-07  0.12391562582390E-06  0.10559007312670E-06  0.10518814265290E-06  0.18015089177650E-07
       212  0.33537975648250E-07  0.12061734861950E-06  0.10330036941480E-06  0.10328893482170E-06  0.17526972697910E-07
       213  0.32871683629690E-07  0.11793921146330E-06  0.10082002792730E-06  0.10076470589520E-06  0.17019732597880E-07
       214  0.32096021349750E-07  0.11494366727900E-06  0.98532979772690E-07  0.98482256903140E-07  0.16544725221420E-07
       215  0.31424714770810E-07  0.11215372150280E-06  0.96057819172240E-07  0.96345699443940E-07  0.16313806418200E-07
       216  0.30792135290040E-07  0.10891421787250E-06  0.93478248714930E-07  0.93255003526190E-07  0.15803991951480E-07
       217  0.30116301099040E-07  0.10640784835750E-06  0.91373759559170E-07  0.91633587475630E-07  0.15327583098230E-07
       218  0.29555776629820E-07  0.10414114059680E-06  0.89590968762130E-07  0.89329208068240E-07  0.15233197459570E-07
       219  0.28808269015130E-07  0.10141754864270E-06  0.87070386249690E-07  0.86993026865120E-07  0.14717966170860E-07
       220  0.28207466883880E-07  0.98922710191090E-07  0.84914287720050E-07  0.85057547813930E-07  0.14198432819700E-07
       221  0.27633973745130E-07  0.96547537055060E-07  0.83239588814040E-07  0.83108690303320E-07  0.13999234541930E-07
       222  0.26980299830580E-07  0.94381958930320E-07  0.81121471732630E-07  0.81230501758260E-07  0.13677560117500E-07
       223  0.26427445840350E-07  0.92345330441170E-07  0.79211668463770E-07  0.79606515915680E-07  0.13264194357490E-07
       224  0.25827512228850E-07  0.90479124328120E-07  0.77257142571100E-07  0.77396976237830E-07  0.13083361188630E-07
       225  0.25403859796350E-07  0.88531988263810E-07  0.75651171873880E-07  0.75738964097470E-07  0.12847254132690E-07
       226  0.24769280933780E-07  0.86202724430200E-07  0.73824732814970E-07  0.73932402540320E-07  0.12482865275590E-07
       227  0.24272373183740E-07  0.83932479734310E-07  0.71924194636350E-07  0.72308325824640E-07  0.12109341876730E-07
       228  0.23743965281130E-07  0.82488504078650E-07  0.70383699779340E-07  0.70848640508690E-07  0.11865937886670E-07
       229  0.23259942357370E-07  0.80211893820400E-07  0.68868318150220E-07  0.69095412921940E-07  0.11561665076900E-07
       230  0.22729349955300E-07  0.78572596133000E-07  0.67317645146950E-07  0.67490627012280E-07  0.11296102384790E-07
       231  0.22261766805180E-07  0.76551157874680E-07  0.65976121202390E-07  0.66100702937850E-07  0.11105131027320E-07
       232  0.21779529443980E-07  0.74948908838140E-07  0.64165963237380E-07  0.64359221358310E-07  0.10807339871620E-07
       233  0.21289414944060E-07  0.73141617047630E-07  0.62703932396190E-07  0.62826835947400E-07  0.10535009675140E-07
       234  0.20866043813790E-07  0.71638443929870E-07  0.61379411004060E-07  0.61369706756200E-07  0.10306754042150E-07
       235  0.20411666380660E-07  0.69702995721500E-07  0.59880428484420E-07  0.60089832783070E-07  0.10052779914900E-07
       236  0.19966200332870E-07  0.68449452828070E-07  0.58684083164060E-07  0.58778264170460E-07  0.97305165687940E-08
       237  0.19550897660360E-07  0.66807412494310E-07  0.57415137749880E-07  0.57270295314300E-07  0.96118942918620E-08
       238  0.19126856239230E-07  0.65049379808540E-07  0.56215859975450E-07  0.56090399288320E-07  0.92929963301970E-08
       239  0.18773234361520E-07  0.63665224358490E-07  0.54750611220480E-07  0.54905334990380E-07  0.91545481527270E-08
       240  0.18361938264680E-07  0.62368528196780E-07  0.53702583153360E-07  0.53590288066910E-07  0.89117943040720E-08
