 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       481  0.46535960489910E-14  0.26365391767980E-12  0.23363023119180E-12  0.23658102334850E-12  0.44242178252910E-14
       482  0.45259608096630E-14  0.25609095326900E-12  0.22663393857250E-12  0.23012299374580E-12  0.43248318997260E-14
       483  0.44020079835380E-14  0.24887886893620E-12  0.22041699496560E-12  0.22364558794230E-12  0.41794044610750E-14
       484  0.42922318759500E-14  0.24201057316600E-12  0.21422949931580E-12  0.21697909085290E-12  0.40595028425120E-14
       485  0.41682567361500E-14  0.23534439772460E-12  0.20811765729430E-12  0.21086416577760E-12  0.39611010348850E-14
       486  0.40647417016170E-14  0.22830804180490E-12  0.20190833152800E-12  0.20495722086490E-12  0.38766054979260E-14
       487  0.39550935202120E-14  0.22200099869740E-12  0.19637997510730E-12  0.19896076495730E-12  0.37574096238190E-14
       488  0.38490923314020E-14  0.21629902623960E-12  0.19066345926430E-12  0.19353717723300E-12  0.36751976711980E-14
       489  0.37541157570460E-14  0.21035591119420E-12  0.18559486652630E-12  0.18838268643570E-12  0.35739188712020E-14
       490  0.36618932458950E-14  0.20432669486290E-12  0.18019777374740E-12  0.18352374683820E-12  0.34737838026710E-14
       491  0.35758932595100E-14  0.19891073723190E-12  0.17533322696430E-12  0.17829755125430E-12  0.34167970788090E-14
       492  0.34901418622840E-14  0.19347389265940E-12  0.17075653185730E-12  0.17355720363910E-12  0.33103007108890E-14
       493  0.34131678822960E-14  0.18859483285280E-12  0.16595355022690E-12  0.16873263402380E-12  0.32416352666090E-14
       494  0.33381072773350E-14  0.18377807968260E-12  0.16130047420460E-12  0.16427181564580E-12  0.31531943796110E-14
       495  0.32620054849620E-14  0.17853880957980E-12  0.15703967859160E-12  0.16006175352510E-12  0.30564457388500E-14
       496  0.31929864484920E-14  0.17394378813630E-12  0.15301259490660E-12  0.15617272028320E-12  0.29743525782120E-14
       497  0.31284911065770E-14  0.16953921463750E-12  0.14887877670190E-12  0.15234321321040E-12  0.29110005968010E-14
       498  0.30772153778870E-14  0.16556315619410E-12  0.14499727002020E-12  0.14807446335800E-12  0.28315548330930E-14
       499  0.30325750965650E-14  0.16145797585850E-12  0.14141345449110E-12  0.14436253542160E-12  0.27747864107210E-14
       500  0.29824036125590E-14  0.15765175605980E-12  0.13789143588510E-12  0.14080593342220E-12  0.27181585373550E-14
       501  0.29442099356220E-14  0.15360965022510E-12  0.13448900813860E-12  0.13743827464100E-12  0.26397863531260E-14
       502  0.29070054689610E-14  0.15028144246810E-12  0.13114983634650E-12  0.13429815279460E-12  0.25943546733120E-14
       503  0.28838621750600E-14  0.14684627474240E-12  0.12798853729500E-12  0.13109679083290E-12  0.25260285914060E-14
       504  0.28580762622350E-14  0.14364309944030E-12  0.12489034866870E-12  0.12816743336740E-12  0.24816483476300E-14
       505  0.28591772916270E-14  0.14130873473700E-12  0.12203295897360E-12  0.12528769570330E-12  0.24626516065910E-14
       506  0.28812936537730E-14  0.13821121077890E-12  0.11970464736610E-12  0.12282790385880E-12  0.24086304316640E-14
       507  0.29116014203560E-14  0.13576947819480E-12  0.11711174764440E-12  0.12032178576900E-12  0.24044048730490E-14
       508  0.29621669332210E-14  0.13389619248080E-12  0.11500158088170E-12  0.11812655244110E-12  0.23562524194840E-14
       509  0.30545353698760E-14  0.13193740387730E-12  0.11297138111010E-12  0.11639993477140E-12  0.23447420750050E-14
       510  0.32032394878090E-14  0.13071456992060E-12  0.11126809112870E-12  0.11453417178050E-12  0.24115195004870E-14
       511  0.35289446629170E-14  0.12978761730720E-12  0.10992888335060E-12  0.11359984921810E-12  0.24932073960080E-14
