 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
        19  0.27544676959200E-06  0.64111801398720E-04  0.60450337971840E-04  0.60782280033960E-04  0.83934693777110E-06
        20  0.27397037418240E-06  0.61113051933930E-04  0.58507333049270E-04  0.56750607966970E-04  0.80714792585570E-06
        21  0.25643920731600E-06  0.56661281188010E-04  0.56337012766020E-04  0.55548213026530E-04  0.68523817145790E-06
        22  0.25211689106460E-06  0.55105404374360E-04  0.52678130243330E-04  0.50495227619430E-04  0.74438575635590E-06
        23  0.23371380730940E-06  0.50805133259690E-04  0.50154125987210E-04  0.47247317163320E-04  0.60298588822130E-06
        24  0.22593312744220E-06  0.47921090444410E-04  0.48527524260110E-04  0.47900430239930E-04  0.59431961032910E-06
        25  0.21304892895000E-06  0.47395662448770E-04  0.45851017557580E-04  0.45573033911920E-04  0.58255066552710E-06
        26  0.20344863698170E-06  0.44779712850350E-04  0.42538435073020E-04  0.42275609823800E-04  0.51472794986060E-06
        27  0.19714356572220E-06  0.41893851401600E-04  0.40949252708630E-04  0.40893519338760E-04  0.42289098083820E-06
        28  0.18719806150440E-06  0.41514208866380E-04  0.39168244782550E-04  0.38695430626680E-04  0.39223730262340E-06
        29  0.18428264135120E-06  0.39006234393200E-04  0.37617273124900E-04  0.36272068493440E-04  0.37057632501090E-06
        30  0.18316623776880E-06  0.37565481825350E-04  0.35616713979970E-04  0.35646297390070E-04  0.37872628931240E-06
        31  0.17179583329480E-06  0.35233366374520E-04  0.34884753677660E-04  0.34171899802930E-04  0.35920445722590E-06
        32  0.16433573238440E-06  0.33440400578740E-04  0.33679667334300E-04  0.32442733248440E-04  0.31757676271190E-06
        33  0.16284013264440E-06  0.32290666153300E-04  0.32245793580250E-04  0.31471413344950E-04  0.29657718283760E-06
        34  0.15435317850690E-06  0.30344247372610E-04  0.30714181705920E-04  0.30468380221550E-04  0.27626999220920E-06
        35  0.15114818994340E-06  0.29382226361210E-04  0.29734323045040E-04  0.28913650302730E-04  0.28705949641620E-06
        36  0.14415757009670E-06  0.27892971783810E-04  0.28194532342610E-04  0.28462267470730E-04  0.21551707958100E-06
        37  0.14212656826000E-06  0.27253193139880E-04  0.27329120126460E-04  0.27756522260050E-04  0.24312951450050E-06
        38  0.13930444614210E-06  0.26042262087430E-04  0.26150123230890E-04  0.25645513464090E-04  0.22275611184490E-06
        39  0.13315295421790E-06  0.24713485624120E-04  0.24790493492150E-04  0.24909297029600E-04  0.21453095379830E-06
        40  0.12957300297580E-06  0.23841519760990E-04  0.23883688824110E-04  0.23712305958250E-04  0.21765798116600E-06
        41  0.12521863901230E-06  0.22903694634440E-04  0.22883586133260E-04  0.22508642731190E-04  0.18830673347780E-06
        42  0.12169217098940E-06  0.22002041772110E-04  0.21998831705470E-04  0.21519494069980E-04  0.18410086283720E-06
        43  0.11884181658880E-06  0.21195354748690E-04  0.21312116144040E-04  0.21094496175130E-04  0.16344781828890E-06
        44  0.11534507601480E-06  0.20107803737980E-04  0.20136146180150E-04  0.19830984665610E-04  0.16000289212310E-06
        45  0.11272972334100E-06  0.19587700951150E-04  0.19678176340570E-04  0.19529010599660E-04  0.15925159715080E-06
        46  0.10943861037390E-06  0.18662426309750E-04  0.18607920677250E-04  0.18797259102740E-04  0.13812949202230E-06
        47  0.10607086002750E-06  0.17839124216340E-04  0.17943108213910E-04  0.17669282091130E-04  0.13600236486190E-06
        48  0.10398103225830E-06  0.17270712305760E-04  0.17178381121940E-04  0.17380402025520E-04  0.14013896910620E-06
        49  0.10110831766610E-06  0.16425350354250E-04  0.16675495307210E-04  0.16389244600840E-04  0.11548286168070E-06
        50  0.97161971273090E-07  0.15745050210220E-04  0.15807657817180E-04  0.15723449193270E-04  0.99413097409040E-07
        51  0.95306549850300E-07  0.15252968687770E-04  0.15436931169160E-04  0.15179775463170E-04  0.10530201619860E-06
        52  0.92612396154930E-07  0.14817077281620E-04  0.14678482280020E-04  0.14376108815040E-04  0.11284492127610E-06
        53  0.90842612207690E-07  0.14134060913900E-04  0.14121296547870E-04  0.13999406861800E-04  0.96237409548900E-07
        54  0.86051811300900E-07  0.13464207485780E-04  0.13618610953070E-04  0.13486139171190E-04  0.84789988594200E-07
        55  0.85750644087710E-07  0.13135065334470E-04  0.13044787423020E-04  0.12958861504460E-04  0.85000656783990E-07
        56  0.84632486370940E-07  0.12638324197170E-04  0.12516152949720E-04  0.12309958635830E-04  0.87411810414560E-07
        57  0.81114987380770E-07  0.12114464569550E-04  0.12045067234190E-04  0.11931894312820E-04  0.75100420292000E-07
        58  0.78394470120170E-07  0.11529478600340E-04  0.11629110394920E-04  0.11538839235180E-04  0.72776870910570E-07
        59  0.77250535808520E-07  0.11074796671780E-04  0.11007574030040E-04  0.10991888024120E-04  0.76859119548390E-07
        60  0.75097714279740E-07  0.10699426414170E-04  0.10951515256140E-04  0.10574492177440E-04  0.77670149700090E-07
        61  0.73299247079870E-07  0.10312759027520E-04  0.10297722559280E-04  0.10235131343520E-04  0.72662689832870E-07
        62  0.71366042494530E-07  0.98824409519970E-05  0.99741919375350E-05  0.99391561190560E-05  0.73322665531770E-07
        63  0.68841354003460E-07  0.94618037597430E-05  0.94622438149180E-05  0.94601157585270E-05  0.60887837134740E-07
        64  0.67372843850310E-07  0.92720331062760E-05  0.91275009416190E-05  0.90886039153060E-05  0.61615717653020E-07
        65  0.65508382645970E-07  0.88863732171540E-05  0.88155382229650E-05  0.88249476516660E-05  0.51162599110630E-07
        66  0.63988628068060E-07  0.85640772764390E-05  0.85195474560730E-05  0.85126590159310E-05  0.54673502111320E-07
        67  0.61829873904120E-07  0.82504100690830E-05  0.82483409439110E-05  0.81450009123960E-05  0.54753922714270E-07
        68  0.60552260281410E-07  0.79367158628320E-05  0.79321282236100E-05  0.78351257927930E-05  0.51149108267620E-07
        69  0.58629524282950E-07  0.75216343582320E-05  0.75869527075010E-05  0.74459251823220E-05  0.47138715465830E-07
        70  0.58069107990330E-07  0.72973678401810E-05  0.72488652973820E-05  0.72593859407160E-05  0.42572198819330E-07
        71  0.56461567027340E-07  0.70475740843140E-05  0.70203949024360E-05  0.70531046198620E-05  0.42117821418060E-07
        72  0.55162351126170E-07  0.68353199457320E-05  0.67246192268870E-05  0.67433840345030E-05  0.39076208382870E-07
        73  0.53472649631890E-07  0.64904253128370E-05  0.65199436319470E-05  0.64245710232140E-05  0.40762155121490E-07
        74  0.52221216727550E-07  0.62907929486690E-05  0.63282857611850E-05  0.62398920608320E-05  0.43251634424160E-07
        75  0.50874481401820E-07  0.60501355715540E-05  0.60264424236250E-05  0.60218693723970E-05  0.39597529464170E-07
        76  0.49966553451730E-07  0.57723932392810E-05  0.57981890304530E-05  0.57501275340560E-05  0.35301563243840E-07
        77  0.48943695915590E-07  0.56609715736590E-05  0.55250691219940E-05  0.55813277585910E-05  0.32172279931870E-07
        78  0.47221467188390E-07  0.53654960802140E-05  0.53859894272400E-05  0.54142872816780E-05  0.33032197214450E-07
        79  0.46112357914160E-07  0.51675568764970E-05  0.51659780339960E-05  0.51573435628290E-05  0.33634814051100E-07
        80  0.45330049220220E-07  0.50250591524560E-05  0.50669142479450E-05  0.50251677535940E-05  0.31900000698740E-07
        81  0.44755759094490E-07  0.48244263617000E-05  0.48584742854440E-05  0.47788276051690E-05  0.28889610245090E-07
        82  0.42949835265820E-07  0.46929459936440E-05  0.46727190883360E-05  0.46769376723730E-05  0.31175183600830E-07
        83  0.42289409945260E-07  0.45515364242060E-05  0.44842437314170E-05  0.44841972871970E-05  0.28791333430920E-07
        84  0.41108718588990E-07  0.43554035256320E-05  0.43681870574070E-05  0.43518799827360E-05  0.24699897743270E-07
        85  0.40058625199770E-07  0.41497984839060E-05  0.41843926148550E-05  0.41703479732550E-05  0.27537551164240E-07
        86  0.38811690531290E-07  0.40497351755670E-05  0.40355181670940E-05  0.40418746601100E-05  0.25850013969390E-07
        87  0.38035522308260E-07  0.38812359077340E-05  0.38505834519420E-05  0.38541336956190E-05  0.25123517369870E-07
        88  0.37270017460030E-07  0.37612797491920E-05  0.37597446770170E-05  0.37200309939430E-05  0.25683148199560E-07
        89  0.36287185995310E-07  0.36226619854740E-05  0.36198201377400E-05  0.35958424308010E-05  0.24403187104110E-07
        90  0.35173526497260E-07  0.35009383870610E-05  0.34854096311140E-05  0.34927205446310E-05  0.21870645427160E-07
        91  0.34692007789140E-07  0.33668003994930E-05  0.33653618307750E-05  0.33460039107840E-05  0.21095705294850E-07
        92  0.33647465181340E-07  0.32776366029950E-05  0.32793111053110E-05  0.32494881006000E-05  0.20166229751100E-07
        93  0.32872586465630E-07  0.31819035325360E-05  0.31226911726060E-05  0.31172743055800E-05  0.20109572084840E-07
        94  0.32074824342230E-07  0.30421669407530E-05  0.30279001456820E-05  0.30146002799770E-05  0.18940208979150E-07
        95  0.31322017233160E-07  0.29404151339560E-05  0.29266882941300E-05  0.29196219971460E-05  0.18960050665890E-07
        96  0.30599287442620E-07  0.28641991497800E-05  0.28093128833240E-05  0.28085264493200E-05  0.17652586020750E-07
        97  0.30011370544590E-07  0.27733540593040E-05  0.27421623510260E-05  0.27315969796050E-05  0.19123309222000E-07
        98  0.29199648451880E-07  0.26566502716700E-05  0.26144942754010E-05  0.26300636852120E-05  0.17864878355930E-07
        99  0.28338316715790E-07  0.25647215516870E-05  0.25553527482150E-05  0.25236756424960E-05  0.17773160026490E-07
       100  0.27887083452800E-07  0.24635791088740E-05  0.24517818731760E-05  0.24505374727070E-05  0.16188351032950E-07
       101  0.27005603019130E-07  0.23909656718580E-05  0.23822152087270E-05  0.23804402773590E-05  0.14957433501040E-07
       102  0.26336404586610E-07  0.23017688381100E-05  0.22705267434940E-05  0.22889133578910E-05  0.14435223941490E-07
       103  0.25697117682250E-07  0.22229848595530E-05  0.22003666237820E-05  0.22103060249260E-05  0.14675750877890E-07
       104  0.25343008555800E-07  0.21666841807840E-05  0.21350309613010E-05  0.21335499546330E-05  0.14702926715430E-07
       105  0.24615180175280E-07  0.20714386745500E-05  0.20553171827680E-05  0.20664797399260E-05  0.13336377883800E-07
       106  0.24069446516000E-07  0.20159321273230E-05  0.19798452206820E-05  0.19912120518510E-05  0.13547095088320E-07
       107  0.23405780406270E-07  0.19440588658800E-05  0.19207646707160E-05  0.19230701771160E-05  0.12242701667350E-07
       108  0.23072740394680E-07  0.18810085308310E-05  0.18654184721820E-05  0.18737308763160E-05  0.12194028742230E-07
       109  0.22545149799440E-07  0.18182331352740E-05  0.18100198231210E-05  0.18062690314850E-05  0.12691013902390E-07
       110  0.21893095912770E-07  0.17427884282210E-05  0.17362091328150E-05  0.17370613824050E-05  0.12615225171930E-07
       111  0.21408276432170E-07  0.16950792914570E-05  0.16715980569130E-05  0.16838904679420E-05  0.12091960661280E-07
       112  0.20911722377410E-07  0.16510260029110E-05  0.16293584328070E-05  0.16242350066900E-05  0.12350916315440E-07
       113  0.20380467150550E-07  0.15894105717780E-05  0.15683894670990E-05  0.15763499621410E-05  0.11187144519810E-07
       114  0.19790477659520E-07  0.15414973189310E-05  0.15283075811760E-05  0.15240033741780E-05  0.11511459424750E-07
       115  0.19423293686540E-07  0.14947386923410E-05  0.14621626787850E-05  0.14785869184650E-05  0.11124409172980E-07
       116  0.18982372701470E-07  0.14495208968940E-05  0.14292984890110E-05  0.14327397150060E-05  0.10000366817830E-07
       117  0.18620010120480E-07  0.13914876982220E-05  0.13705124123630E-05  0.13779439391050E-05  0.10472721283160E-07
       118  0.18158326513480E-07  0.13414015667650E-05  0.13318311597630E-05  0.13335046793280E-05  0.97668637630210E-08
       119  0.17663373081480E-07  0.13037657501340E-05  0.12860554254600E-05  0.12874154095920E-05  0.94828165622210E-08
       120  0.17267061265590E-07  0.12669606362230E-05  0.12442393728900E-05  0.12533652516640E-05  0.87301359574290E-08
       121  0.16857173328010E-07  0.12164765429820E-05  0.12126544374410E-05  0.12073294198770E-05  0.91299632081800E-08
       122  0.16515848899820E-07  0.11794470219510E-05  0.11666446105490E-05  0.11698833004450E-05  0.84404430989830E-08
       123  0.16095224007430E-07  0.11464007687470E-05  0.11293415971760E-05  0.11287446133210E-05  0.82287119183790E-08
       124  0.15753938766880E-07  0.11089871180380E-05  0.10979686283820E-05  0.10931732341820E-05  0.81413567557990E-08
       125  0.15311847808020E-07  0.10730736506200E-05  0.10572094286850E-05  0.10555665732760E-05  0.77898656939850E-08
       126  0.15074373026870E-07  0.10436522719880E-05  0.10294340400810E-05  0.10281382253380E-05  0.74315189556700E-08
       127  0.14713006391460E-07  0.10031339338880E-05  0.99501818662620E-06  0.98926526780970E-06  0.73710677729680E-08
       128  0.14424128405380E-07  0.97639718675380E-06  0.96459808222780E-06  0.96349458937840E-06  0.71579537114150E-08
       129  0.14026460809960E-07  0.94456355226250E-06  0.93226318822170E-06  0.92920733916050E-06  0.69657047629820E-08
       130  0.13731649628540E-07  0.91609089940700E-06  0.90069691800440E-06  0.90039138467910E-06  0.72201560352340E-08
       131  0.13447201325300E-07  0.88172480180340E-06  0.86940856088040E-06  0.87554039823690E-06  0.65735353154400E-08
       132  0.13164941080700E-07  0.85300154909140E-06  0.84354172792470E-06  0.84784315718750E-06  0.65146421705790E-08
       133  0.12868816848430E-07  0.83352930567790E-06  0.81571775878520E-06  0.82277535857190E-06  0.64728101970610E-08
       134  0.12564248290410E-07  0.80118512754610E-06  0.79606753743770E-06  0.79365365879730E-06  0.61503670723270E-08
       135  0.12302415460440E-07  0.78496250490320E-06  0.77102756279090E-06  0.77067984083850E-06  0.58627517647550E-08
       136  0.12031985716410E-07  0.75717106081570E-06  0.74995246437670E-06  0.74511756311590E-06  0.62105896562990E-08
       137  0.11728876295210E-07  0.73840968451630E-06  0.72316521284480E-06  0.72030301526930E-06  0.58768587942180E-08
       138  0.11421323841530E-07  0.70931317915460E-06  0.69802251393080E-06  0.70095481794130E-06  0.54308179600290E-08
       139  0.11259319892210E-07  0.68781003646770E-06  0.67641567602300E-06  0.67836451598750E-06  0.54972801766960E-08
       140  0.10961925179180E-07  0.66475494356890E-06  0.65680348538310E-06  0.66031239039660E-06  0.55293508687290E-08
       141  0.10612516233650E-07  0.64590893866970E-06  0.63971900721570E-06  0.63784787108690E-06  0.53446117401330E-08
       142  0.10415100664370E-07  0.63010691974220E-06  0.61515562590470E-06  0.61849027468080E-06  0.51341094606940E-08
       143  0.10203045119170E-07  0.60812688308120E-06  0.59997548673790E-06  0.60149454362530E-06  0.49638798854320E-08
       144  0.99883431784490E-08  0.58860388455480E-06  0.58135620998110E-06  0.58325684146080E-06  0.49270476091020E-08
       145  0.97694919961930E-08  0.57128957636040E-06  0.56557981197650E-06  0.56503330250290E-06  0.45600158064110E-08
       146  0.95770087896400E-08  0.55489126462760E-06  0.54518560521360E-06  0.54794503822860E-06  0.47056813388590E-08
       147  0.93380969067690E-08  0.53793519923580E-06  0.53202454733630E-06  0.52993367294280E-06  0.42703607994560E-08
       148  0.90932468128000E-08  0.52314345944080E-06  0.51227162735430E-06  0.51282231237610E-06  0.42775684879980E-08
       149  0.89266897776840E-08  0.50484278238160E-06  0.49693335889970E-06  0.49819621194440E-06  0.42930661110860E-08
       150  0.87264371198700E-08  0.48945083345520E-06  0.48126825086170E-06  0.48319096108000E-06  0.42024852260220E-08
       151  0.85438551158490E-08  0.47724110653770E-06  0.46889446252570E-06  0.46987795091280E-06  0.38940878936770E-08
       152  0.83121324894790E-08  0.46094953957170E-06  0.45318069723540E-06  0.45411046718150E-06  0.38599040568450E-08
       153  0.81909536488580E-08  0.44721683339670E-06  0.43998981651640E-06  0.44185972146720E-06  0.37438551010850E-08
       154  0.80152424426590E-08  0.43563056954950E-06  0.42969767681070E-06  0.43055104050670E-06  0.36841195707160E-08
       155  0.78463556675850E-08  0.42173894411890E-06  0.41295619243530E-06  0.41613973505810E-06  0.35856331024980E-08
       156  0.76451295049310E-08  0.41067454336230E-06  0.40336626705870E-06  0.40386567317870E-06  0.36426861645200E-08
       157  0.74609498299290E-08  0.39788302364630E-06  0.38932084126390E-06  0.39057375087400E-06  0.35795569666380E-08
       158  0.72946875674800E-08  0.38636203021120E-06  0.37904271352790E-06  0.37806367877230E-06  0.33329605585700E-08
       159  0.71362993428840E-08  0.37507982617370E-06  0.36782032163980E-06  0.36860196564060E-06  0.32891904990750E-08
       160  0.69619738656700E-08  0.36370896367090E-06  0.35785459136250E-06  0.35839191411120E-06  0.33821442874070E-08
       161  0.68287492262230E-08  0.35374353750010E-06  0.34714893201150E-06  0.34788664554320E-06  0.30994862355940E-08
       162  0.66471285221700E-08  0.34309197678010E-06  0.33802246828660E-06  0.33789327463120E-06  0.31279781540810E-08
       163  0.65143499207170E-08  0.33351958958840E-06  0.32734273523050E-06  0.32815072987930E-06  0.29509322859770E-08
       164  0.63804878211110E-08  0.32265621377070E-06  0.31599880158610E-06  0.31801369313860E-06  0.28764425839770E-08
       165  0.62796807845070E-08  0.31447782690730E-06  0.30676506430230E-06  0.30913241283140E-06  0.28301157775460E-08
       166  0.61391024216710E-08  0.30389181992520E-06  0.29886165480770E-06  0.30008458847760E-06  0.27069280368070E-08
       167  0.59849240159280E-08  0.29595179911840E-06  0.29047938477160E-06  0.29168372939020E-06  0.26426955033550E-08
       168  0.58522454369100E-08  0.28807045980130E-06  0.28133041824310E-06  0.28227528826360E-06  0.27129839341630E-08
       169  0.57522510443470E-08  0.27891635241020E-06  0.27481817662530E-06  0.27441044043420E-06  0.26402956161600E-08
       170  0.55909589028450E-08  0.27111786508490E-06  0.26696000545230E-06  0.26655894568900E-06  0.26336870282670E-08
       171  0.54769082418010E-08  0.26407459125100E-06  0.25878858595430E-06  0.25858945377170E-06  0.25779218370030E-08
       172  0.53572056898370E-08  0.25603203938490E-06  0.25086442605670E-06  0.25072980530300E-06  0.23648702671290E-08
       173  0.52500190677950E-08  0.24814048982940E-06  0.24369109984500E-06  0.24491745475840E-06  0.23218878119040E-08
       174  0.51539948432370E-08  0.24235030267700E-06  0.23771826494310E-06  0.23620242103370E-06  0.23357089586200E-08
       175  0.49944713131530E-08  0.23482024556030E-06  0.23080018263730E-06  0.22955515352320E-06  0.23096233915020E-08
       176  0.49090357007330E-08  0.22766915212190E-06  0.22366594860660E-06  0.22380709059340E-06  0.22117505552710E-08
       177  0.47837557193940E-08  0.22146318653840E-06  0.21668285448810E-06  0.21738461067920E-06  0.22076226871560E-08
       178  0.46977056874110E-08  0.21582693041760E-06  0.21074766677900E-06  0.21082424334100E-06  0.21255552694080E-08
       179  0.46005178510310E-08  0.20885376397130E-06  0.20518710966650E-06  0.20572947420930E-06  0.20859423339970E-08
       180  0.44769173244480E-08  0.20314553206250E-06  0.19913178001720E-06  0.19942251084790E-06  0.19347755680310E-08
       181  0.43999724561890E-08  0.19747417034530E-06  0.19331473947690E-06  0.19441316181490E-06  0.19922372212450E-08
       182  0.43240241985820E-08  0.19202649849640E-06  0.18858855145740E-06  0.18855172709500E-06  0.19013946438360E-08
       183  0.41889472250580E-08  0.18673480113290E-06  0.18343546016910E-06  0.18320976382330E-06  0.18879934797480E-08
       184  0.41136907831790E-08  0.18113598309840E-06  0.17793860890930E-06  0.17806461554640E-06  0.18436704905680E-08
       185  0.40318360699370E-08  0.17604860988120E-06  0.17258274035060E-06  0.17260284687240E-06  0.17503694774920E-08
       186  0.39340579278700E-08  0.17158277795220E-06  0.16774546277260E-06  0.16804548596010E-06  0.17322212318130E-08
       187  0.38587556475780E-08  0.16729317808510E-06  0.16317833574910E-06  0.16386346457470E-06  0.17294962137640E-08
       188  0.37625013718150E-08  0.16195730494640E-06  0.15898862872220E-06  0.15951080886030E-06  0.15786231887400E-08
       189  0.36871567186480E-08  0.15733870907120E-06  0.15420128118700E-06  0.15459233474180E-06  0.16295421592170E-08
       190  0.36040428808340E-08  0.15352361432750E-06  0.15011372602090E-06  0.15041200462770E-06  0.15554268428540E-08
       191  0.35358153293200E-08  0.14901614660430E-06  0.14606314162930E-06  0.14630045901590E-06  0.15684796515660E-08
       192  0.34612403475160E-08  0.14455000688180E-06  0.14172044589250E-06  0.14213821332720E-06  0.15764373482420E-08
       193  0.33749006834700E-08  0.14044020803810E-06  0.13801999636790E-06  0.13726934948030E-06  0.14711848007090E-08
       194  0.33020786640730E-08  0.13734075210610E-06  0.13461388330440E-06  0.13466090563700E-06  0.14826282486290E-08
       195  0.32372519849240E-08  0.13280889298910E-06  0.13089603828570E-06  0.13083101412660E-06  0.14659379909010E-08
       196  0.31724311909460E-08  0.12982759059910E-06  0.12677507777090E-06  0.12760556592460E-06  0.14320052229250E-08
       197  0.31066272114250E-08  0.12621491639970E-06  0.12379479544090E-06  0.12342148433920E-06  0.12958714897790E-08
       198  0.30401828891810E-08  0.12248483712620E-06  0.11948303121010E-06  0.11978621222640E-06  0.12503740990820E-08
       199  0.29787532190320E-08  0.11929227442730E-06  0.11650158097950E-06  0.11675310318900E-06  0.13361418823000E-08
       200  0.29108418319120E-08  0.11590822918620E-06  0.11390515673020E-06  0.11368171344940E-06  0.12534187208140E-08
       201  0.28422226251760E-08  0.11290113016640E-06  0.11013204458710E-06  0.10976029264250E-06  0.12170842794320E-08
       202  0.27868904688170E-08  0.10975230842310E-06  0.10765601909850E-06  0.10734513033090E-06  0.12105863852260E-08
       203  0.27243525916020E-08  0.10706205466750E-06  0.10463301646800E-06  0.10463482090350E-06  0.11346347532770E-08
       204  0.26749110404890E-08  0.10369900348650E-06  0.10172385516300E-06  0.10222694917560E-06  0.11966914166870E-08
       205  0.26001448328690E-08  0.10101831922120E-06  0.99211678742710E-07  0.99003590351290E-07  0.11586396043820E-08
       206  0.25495847703170E-08  0.98661159437450E-07  0.96409024344000E-07  0.96403921992670E-07  0.10836773204010E-08
       207  0.24959051382000E-08  0.95575656867180E-07  0.93774116558650E-07  0.93609994230290E-07  0.10960591778950E-08
       208  0.24394509060640E-08  0.93459767148750E-07  0.91310529670670E-07  0.91284255212020E-07  0.10614745881370E-08
       209  0.23890709104050E-08  0.90488040961170E-07  0.88844468938730E-07  0.88796414174420E-07  0.10190323639820E-08
       210  0.23452860649270E-08  0.88043399513790E-07  0.86286827184370E-07  0.86603278672280E-07  0.10159304231980E-08
       211  0.22986755594540E-08  0.85865845279380E-07  0.83971364707690E-07  0.83994846726490E-07  0.97077087937360E-09
       212  0.22397234002390E-08  0.83968762638260E-07  0.81863098617760E-07  0.81517496995320E-07  0.98264771263090E-09
       213  0.21951965086730E-08  0.81213581779660E-07  0.79741673300760E-07  0.79893705043420E-07  0.93850807651890E-09
       214  0.21611231927340E-08  0.79433540542310E-07  0.77548304971060E-07  0.77882432795650E-07  0.92448782537660E-09
       215  0.21074406301330E-08  0.77313917399320E-07  0.75418045763980E-07  0.75319289017710E-07  0.90724405733780E-09
       216  0.20595782307720E-08  0.75104260849260E-07  0.73154056280860E-07  0.73442051438050E-07  0.89430382466860E-09
       217  0.20151438525370E-08  0.72980654714320E-07  0.71613823520530E-07  0.71389737596600E-07  0.84985065522780E-09
       218  0.19712202703390E-08  0.71235666591580E-07  0.69690442228290E-07  0.69718902964340E-07  0.84095608700340E-09
       219  0.19345520125580E-08  0.69287464081060E-07  0.67874565576610E-07  0.67643197726440E-07  0.83140088847860E-09
       220  0.18870443105310E-08  0.67635301292780E-07  0.66009036221990E-07  0.66039166527130E-07  0.81864482511610E-09
       221  0.18527836587570E-08  0.65812072563150E-07  0.64186193785840E-07  0.64168060524340E-07  0.80213156534500E-09
       222  0.18129083186570E-08  0.63861778702760E-07  0.62651321849910E-07  0.62648050650670E-07  0.78180261866630E-09
       223  0.17715882160850E-08  0.62164522252650E-07  0.60762549062620E-07  0.61094789690210E-07  0.75391879612750E-09
       224  0.17386967583220E-08  0.60724771988670E-07  0.59264329074600E-07  0.59227433248970E-07  0.74719323317630E-09
       225  0.17016257603560E-08  0.59153408774360E-07  0.57533097596480E-07  0.57647498708820E-07  0.72875814798520E-09
       226  0.16614445436730E-08  0.57499292904700E-07  0.56287679963920E-07  0.56315834574570E-07  0.69381219243500E-09
       227  0.16295822004220E-08  0.56087299183190E-07  0.54954641850620E-07  0.54685972326410E-07  0.70512820894460E-09
       228  0.16027425621790E-08  0.54609481849240E-07  0.53318482920220E-07  0.53157471228560E-07  0.66922883783020E-09
       229  0.15633862517730E-08  0.53137402911300E-07  0.51909799142600E-07  0.51968240411540E-07  0.64928495092180E-09
       230  0.15299757596670E-08  0.51642565315980E-07  0.50804079502760E-07  0.50590075461920E-07  0.63402630243420E-09
       231  0.14979768815860E-08  0.50493417250270E-07  0.49323815362030E-07  0.49277576560210E-07  0.62437258461320E-09
       232  0.14659772867220E-08  0.49028135755000E-07  0.48020350451470E-07  0.48008358554330E-07  0.61833741980700E-09
       233  0.14384678363190E-08  0.48039579703420E-07  0.46767760409070E-07  0.46804737296600E-07  0.60575696297180E-09
       234  0.14053383174190E-08  0.46728604826780E-07  0.45604062436060E-07  0.45474531158940E-07  0.58683231057560E-09
       235  0.13810370326760E-08  0.45449824553290E-07  0.44368607720790E-07  0.44505262030920E-07  0.57614839764910E-09
       236  0.13465420044040E-08  0.44236475530280E-07  0.43219403755150E-07  0.43328119977260E-07  0.55138674194080E-09
       237  0.13217044692780E-08  0.43115946346560E-07  0.42077789210140E-07  0.42094127250080E-07  0.54956558044220E-09
       238  0.12955682142660E-08  0.41925449588410E-07  0.41112745425710E-07  0.41019663040480E-07  0.51680420494090E-09
       239  0.12623198779560E-08  0.40920801694740E-07  0.40136825578460E-07  0.39953323851230E-07  0.52825470999580E-09
       240  0.12440375701460E-08  0.39863356306490E-07  0.38936923399160E-07  0.38977162921800E-07  0.51514155370900E-09
