 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       481  0.11814362357890E-10  0.16286547290850E-09  0.15799771361900E-09  0.15695719173660E-09  0.34521346421210E-11
       482  0.11704111371010E-10  0.15977830438420E-09  0.15522484904210E-09  0.15434297918260E-09  0.34258273879540E-11
       483  0.11624854528950E-10  0.15692577098960E-09  0.15223402002810E-09  0.15150345218510E-09  0.33782391583770E-11
       484  0.11564486896400E-10  0.15422877576970E-09  0.14965637693190E-09  0.14888254770950E-09  0.33376335718480E-11
       485  0.11490501064920E-10  0.15136342535070E-09  0.14666783998020E-09  0.14599329192360E-09  0.32899128419420E-11
       486  0.11439344923390E-10  0.14888121573570E-09  0.14422955657910E-09  0.14320770838080E-09  0.32500133784730E-11
       487  0.11395817246200E-10  0.14586566529600E-09  0.14175471606430E-09  0.14056911700500E-09  0.31577244672130E-11
       488  0.11347176389100E-10  0.14353832862230E-09  0.13920485110860E-09  0.13813527428270E-09  0.31439345943160E-11
       489  0.11290574853410E-10  0.14085916942650E-09  0.13673553927860E-09  0.13593542826720E-09  0.30899694819620E-11
       490  0.11249119660950E-10  0.13874079971550E-09  0.13415295764000E-09  0.13360293032840E-09  0.29963181130260E-11
       491  0.11236811255170E-10  0.13631276522550E-09  0.13218423882110E-09  0.13136912191350E-09  0.29930858792570E-11
       492  0.11248874515900E-10  0.13401487268320E-09  0.12988121585040E-09  0.12900577742580E-09  0.29800939950110E-11
       493  0.11260274396550E-10  0.13183568994680E-09  0.12806478266890E-09  0.12684508785900E-09  0.29432770968610E-11
       494  0.11291755712930E-10  0.12969213774690E-09  0.12586626460730E-09  0.12493225698300E-09  0.29165978470350E-11
       495  0.11341034817640E-10  0.12758300423950E-09  0.12384234585370E-09  0.12304139526130E-09  0.28817992810420E-11
       496  0.11381988835530E-10  0.12596827355330E-09  0.12188365847350E-09  0.12117971394160E-09  0.28332255128910E-11
       497  0.11430005524690E-10  0.12392257775740E-09  0.12008471644660E-09  0.11927314086940E-09  0.27744395844180E-11
       498  0.11483633189770E-10  0.12225024369340E-09  0.11839932392130E-09  0.11746245010640E-09  0.28217766153790E-11
       499  0.11617550165150E-10  0.12058414315010E-09  0.11674718019130E-09  0.11576924349830E-09  0.27741758340150E-11
       500  0.11767469341170E-10  0.11894626766280E-09  0.11516715630610E-09  0.11449617961340E-09  0.27714886702720E-11
       501  0.11940606973230E-10  0.11751351062510E-09  0.11381432430980E-09  0.11294481564770E-09  0.27728408686760E-11
       502  0.12181388810210E-10  0.11621392724880E-09  0.11224872308450E-09  0.11168088209450E-09  0.27361517840180E-11
       503  0.12460840706130E-10  0.11485146208160E-09  0.11106649230170E-09  0.11006443630560E-09  0.26812387135340E-11
       504  0.12717809623970E-10  0.11377524857850E-09  0.10955122627320E-09  0.10880288232620E-09  0.26202418015010E-11
       505  0.13019834012430E-10  0.11274430095830E-09  0.10864807974890E-09  0.10789830954120E-09  0.26635336713110E-11
       506  0.13468275619330E-10  0.11146378685880E-09  0.10760327425240E-09  0.10703525339230E-09  0.26809047282480E-11
       507  0.13934867269840E-10  0.11072805843480E-09  0.10685180274140E-09  0.10583327364010E-09  0.26984029849600E-11
       508  0.14624058055470E-10  0.11024822027410E-09  0.10587988525650E-09  0.10517282045710E-09  0.27050868784930E-11
       509  0.15480654460180E-10  0.10949526425710E-09  0.10519429037810E-09  0.10448577169320E-09  0.26793558971740E-11
       510  0.16592697670080E-10  0.10903499336360E-09  0.10485180128320E-09  0.10404320281110E-09  0.27486350229780E-11
       511  0.18802360588890E-10  0.10892050629110E-09  0.10470026640230E-09  0.10404235013020E-09  0.29059162701570E-11
