 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       481  0.37083165697130E-09  0.14897729159860E-08  0.14425095750120E-08  0.14433011895300E-08  0.64392983918280E-10
       482  0.37160848798260E-09  0.14702181718620E-08  0.14183617391600E-08  0.14232325029880E-08  0.65040849491510E-10
       483  0.37337249096140E-09  0.14478804887310E-08  0.13991672412000E-08  0.14019772524790E-08  0.63153728255130E-10
       484  0.37384690013750E-09  0.14294813000440E-08  0.13776380101030E-08  0.13831376493870E-08  0.62597479481240E-10
       485  0.37570052498440E-09  0.14111572280470E-08  0.13608380375950E-08  0.13661714878750E-08  0.61239189369450E-10
       486  0.37844887444630E-09  0.13888357817870E-08  0.13413997455640E-08  0.13474543227070E-08  0.61279259794960E-10
       487  0.38086318111980E-09  0.13737152702630E-08  0.13245521805930E-08  0.13296630675950E-08  0.60248207280670E-10
       488  0.38344714080100E-09  0.13569214263530E-08  0.13074628168520E-08  0.13122130040160E-08  0.60356636879460E-10
       489  0.38634015342890E-09  0.13380904896170E-08  0.12900449386260E-08  0.12974021660270E-08  0.60257581419940E-10
       490  0.39008523064870E-09  0.13237200861490E-08  0.12754210808630E-08  0.12816251142520E-08  0.58964514302910E-10
       491  0.39611348123740E-09  0.13070336613850E-08  0.12629074860630E-08  0.12666765486720E-08  0.58642211963930E-10
       492  0.39945717202360E-09  0.12934748580900E-08  0.12476047119770E-08  0.12510009428420E-08  0.57805545809820E-10
       493  0.40359788542580E-09  0.12776545204080E-08  0.12298231350690E-08  0.12352403767680E-08  0.56681784916120E-10
       494  0.40895245031200E-09  0.12632672893350E-08  0.12178148123490E-08  0.12205659380140E-08  0.57651034274630E-10
       495  0.41314820107680E-09  0.12519137313530E-08  0.12066008115440E-08  0.12097217153060E-08  0.56337629423830E-10
       496  0.41893566759560E-09  0.12362071115490E-08  0.11935429989660E-08  0.11964665121500E-08  0.56698772149320E-10
       497  0.42648922174440E-09  0.12260003704050E-08  0.11806510021550E-08  0.11845431185820E-08  0.55954222758150E-10
       498  0.43449068406540E-09  0.12142518587210E-08  0.11678562741870E-08  0.11727144975750E-08  0.55708632353990E-10
       499  0.44174410028920E-09  0.12027590015210E-08  0.11598351944820E-08  0.11624021790210E-08  0.55260020753050E-10
       500  0.45186458594890E-09  0.11925350665990E-08  0.11494087200840E-08  0.11544084949670E-08  0.55812937885320E-10
       501  0.46139715641790E-09  0.11836811632170E-08  0.11388466526270E-08  0.11421723610420E-08  0.55581164056030E-10
       502  0.47602197679930E-09  0.11762627189790E-08  0.11314433185410E-08  0.11361880642550E-08  0.55583992313520E-10
       503  0.48919858046390E-09  0.11685286206190E-08  0.11238790137780E-08  0.11273516084300E-08  0.55295051684560E-10
       504  0.50630566228690E-09  0.11609249235490E-08  0.11171299873650E-08  0.11195142349190E-08  0.56180814765200E-10
       505  0.52347707500540E-09  0.11545157381200E-08  0.11104448572980E-08  0.11141208321400E-08  0.56025214522890E-10
       506  0.54463915945850E-09  0.11518948384140E-08  0.11049461412450E-08  0.11109311505660E-08  0.57064136597810E-10
       507  0.57050413178470E-09  0.11464756729730E-08  0.11018644081760E-08  0.11047638479430E-08  0.55391970269170E-10
       508  0.60131568353660E-09  0.11437116284770E-08  0.10983073958480E-08  0.11017158800040E-08  0.56914204929370E-10
       509  0.63865142106290E-09  0.11425870480290E-08  0.10990737563250E-08  0.11016980644690E-08  0.58315528016440E-10
       510  0.69469790747940E-09  0.11423822270480E-08  0.10973705111790E-08  0.10996863326410E-08  0.60336345700210E-10
       511  0.78799076693820E-09  0.11448034610050E-08  0.11004558744960E-08  0.11035242711700E-08  0.62403036540740E-10
